country,id,series,shot,year,month,day,time,site,lat,lon,height,groundheight,type,purpose,yieldmin,yieldmax,yieldest,yield,seismic,crater
ussr,42,1957,39,1957,4,12,,STS,50,78,1145,,A,WR,22,,,22,,
ussr,43,1957,40,1957,4,16,,STS,50,78,2000,,A,WR,320,,,320,,
ussr,44,1957,41,1957,8,22,6:30,STS,50,78,1880,,A,WR,520,,,520,,
ussr,45,1957,42,1957,8,26,,STS,50,78,410,,A,SE,0.1,,,0.1,,
ussr,46,1957,43,1957,9,7,8:00:01,NZ-CB,70.69,54.8,15,,AS-T,FS,32,,,32,,
ussr,47,1957,44,1957,9,13,,STS,50,78,780,,A,WR,5.9,,,5.9,,
ussr,48,1957,45,1957,9,24,9:00,NZ-MB,73,55,2000,,A-AD,WR,1600,,,1600,,
ussr,49,1957,46,1957,9,26,5:00,STS,50,78,2000,,A,WR,13,,,13,,
ussr,50,1957,47,1957,10,6,9:00,NZ-MB,73,55,2120,,A,WR,2900,,,2900,,
ussr,52,1957,49,1957,12,28,,STS,50,78,615,,A,WR,12,,,12,,
ussr,53,1958,50,1958,1,4,,STS,50,78,400,,A,WR,1.3,,,1.3,,
ussr,54,1958,51,1958,1,17,,STS,50,78,500,,A,WR,0.5,,,0.5,,
ussr,55,1958,52,1958,2,23,,NZ,73,55,2500,,A,WR,860,,,860,,
ussr,56,1958,53,1958,2,27,7:59,NZ,73,55,2500,,A,WR,250,,,250,,
ussr,57,1958,54,1958,2,27,10:24,NZ,73,55,,,A,WR,1500,,,1500,,
ussr,58,1958,55,1958,3,13,,STS,50,78,475,,A,WR,1.2,,,1.2,,
ussr,59,1958,X,1958,3,13,,STS,50,78,,,A,,,,0.001,0,,
ussr,60,1958,56,1958,3,14,,STS,50,78,1030,,A,WR,35,,,35,,
ussr,61,1958,57,1958,3,14,,NZ,73,55,,,A,FS,40,,,40,,
ussr,62,1958,58,1958,3,15,,STS,50,78,965,,A,WR,14,,,14,,
ussr,63,1958,X,1958,3,15,,STS,50,78,,,A,,,,0.001,0,,
ussr,64,1958,59,1958,3,18,,STS,50,78,290,,A,FS,0.16,,,0.16,,
ussr,65,1958,60,1958,3,20,,STS,50,78,1015,,A,WR,12,,,12,,
ussr,66,1958,61,1958,3,21,,NZ,73,55,2500,,A,WR,650,,,650,,
ussr,67,1958,62,1958,3,22,,STS,50,78,1415,,A,WR,18,,,18,,
ussr,68,1958,63,1958,9,30,7:50,NZ,73,55,1500,,A,WR,1200,,,1200,,
ussr,69,1958,64,1958,9,30,9:55,NZ,73,55,2500,,A,WR,900,,,900,,
ussr,70,1958,65,1958,10,2,8:00,NZ,73,55,1400,,A,WR,290,,,290,,
ussr,71,1958,66,1958,10,2,9:01,NZ,73,55,,,A,FS,40,,,40,,
ussr,72,1958,67,1958,10,4,,NZ,73,55,800,,A,WR,9,,,9,,
ussr,73,1958,68,1958,10,5,6:00,NZ,73,55,1200,,A,WR,15,,,15,,
ussr,74,1958,69,1958,10,6,,NZ,73,55,1200,,A,WR,5.5,,,5.5,,
ussr,75,1958,70,1958,10,10,7:51,NZ,73,55,,,A,WR,68,,,68,,
ussr,76,1958,71,1958,10,12,7:53:34,NZ-MB,74.93,53.32,,,A,WR,1450,,,1450,,
ussr,77,1958,72,1958,10,15,7:51:14,NZ-MB,74,51.8,2150,,A,WR,1500,,,1500,,
ussr,78,1958,73,1958,10,18,9:51:06,NZ-MB,73.97,52.47,,,A,WR,2900,,,2900,,
ussr,79,1958,74,1958,10,19,7:27,NZ,73,55,,,A,FS,40,,,40,,
ussr,80,1958,75,1958,10,19,,NZ,73,55,900,,A,WR,0,0.001,,0.001,,
ussr,81,1958,76,1958,10,20,8:20,NZ,73,55,,,A,WR,440,,,440,,
ussr,82,1958,77,1958,10,21,,NZ,73,55,270,,A,WR,2,,,2,,
ussr,83,1958,78,1958,10,22,8:21:04,NZ-MB,73.53,53.1,2070,,A,WR,2800,,,2800,,
ussr,84,1958,79,1958,10,24,8:03:06,NZ-MB,73.68,54.97,1525,,A,WR,1000,,,1000,,
ussr,85,1958,80,1958,10,25,8:20,NZ,73,55,1500,,A,WR,190,,,190,,
ussr,86,1958,81,1958,10,25,,NZ,73,55,300,,A,FS,0,0.1,,0.05,,
ussr,87,1958,82,1958,11,1,,MTR,49,46,12000,,A-R,WE,10,,,10,,
ussr,88,1958,83,1958,11,3,,MTR,49,46,12000,,A-R,WE,10,,,10,,
ussr,89,1961,84,1961,9,1,,STS,50,78,660,,A,WR,16,,150,16,,
ussr,90,1961,85,1961,9,4,5:00:27,STS-GZ,50.45,77.74,725,,A,WR,9,,8,9,,
ussr,91,1961,86,1961,9,5,6:00:05,STS-GZ,50.45,77.74,500,,A,WR,16,,14,16,,
ussr,92,1961,87,1961,9,6,,STS,50,78,685,,A,WR,1.1,,,1.1,,
ussr,93,1961,88,1961,9,6,,MTR,48.45,44.3,22700,,A,WE,11,,10.5,10.5,,
ussr,94,1961,89,1961,9,9,,STS,50,78,0,,AS,SE,0.38,,,0.38,,
ussr,95,1961,90,1961,9,10,9:00:09,NZ-MB,74.2,52.5,2000,,A-AD,WR,2700,,2400,2700,4.6,
ussr,96,1961,91,1961,9,10,11:00,NZ-CB,70.7,54.6,390,,A-R,WR,12,,,12,,
ussr,97,1961,92,1961,9,10,,STS,50,78,180,,A,WR,0.88,,,0.88,,
ussr,98,1961,93,1961,9,11,,STS,50,78,,,A,WR,0.3,,,0.3,,
ussr,99,1961,94,1961,9,12,10:08:15,NZ-MB?,74.2,52.1,1190,,A-R,WR,1150,,3000,1150,4.3,
ussr,100,1961,95,1961,9,13,,NZ-CB?,70.87,53.33,250,0,A,WR,6,,,6,,
ussr,101,1961,96,1961,9,13,5:01:56,STS-GZ,50.45,77.75,710,,A,WR,0.001,20,,10,,
ussr,102,1961,97,1961,9,14,5:59:59,STS-GZ,50.35,77.82,0.5,,AS,WR,0.4,,,0.4,,
ussr,103,1961,98,1961,9,14,9:56:17,NZ-MB,74.6,51.1,1700,,A-R,WR,1200,,3000,1200,,
ussr,104,1961,99,1961,9,16,9:08:14,NZ-MB,74,51.9,,,A-R,WR,830,,1000,830,,
ussr,105,1961,100,1961,9,17,7:00:47,STS-GZ,50.45,77.75,695,,A,WR,20,150,21,21,,
ussr,106,1961,101,1961,9,18,7:59:37,NZ-MB?,74,52,1500,,A,WR,1000,,1000,1000,,
ussr,107,1961,102,1961,9,18,,STS,50,78,1,,AS,SE,0.004,,,0.004,,
ussr,108,1961,103,1961,9,18,,STS,50,78,,,A,WR,0.75,,,0.75,,
ussr,109,1961,104,1961,9,19,,STS,50,78,0,,AS,SE,0.03,,,0.03,,
ussr,110,1961,105,1961,9,20,,STS,50,78,280,,A,WR,4.8,,,4.8,,
ussr,111,1961,106,1961,9,20,8:12:12,NZ-MB?,73.52,54.3,1600,,A,WR,150,1500,2000,1500,,
ussr,112,1961,107,1961,9,21,14:01:02,STS-GZ,50.33,77.7,110,,A,WR,0.8,,,0.8,,
ussr,113,1961,108,1961,9,22,8:11:00,NZ-MB?,73.52,54.3,1300,,A,WR,260,,1000,260,,
ussr,114,1961,109,1961,9,26,7:01:20,STS-GZ,50.45,77.75,665,,A,WR,1.2,,,1.2,,
ussr,115,1961,110,1961,10,1,,STS,50,78,700,,A,WR,3,,,3,,
ussr,116,1961,111,1961,10,2,10:30:50,NZ-MB?,73.92,54.55,1500,,A,WR,250,,290,250,,
ussr,117,1961,112,1961,10,4,7:01:20,STS-GZ,50.44,77.76,605,,A,WR,13,,,13,,
ussr,118,1961,113,1961,10,4,7:30:55,NZ-MB,73.7,53.8,2100,,A,WR,1500,10000,3000,3000,4.5,
ussr,119,1961,114,1961,10,6,7:00:12,NZ-MB,74.3,51.6,2700,,A,WR,4000,,3000,4000,4.7,
ussr,120,1961,115,1961,10,6,,MTR,48.45,44.3,41300,,AH-R,WE,40,,,40,,
ussr,121,1961,116,1961,10,8,,NZ-CB,70.7,54.6,1450,,A-CM,WR,15,,,15,,
ussr,123,1961,118,1961,10,12,5:31:04,STS-GZ,50.45,77.75,670,,A,WR,15,,,15,,
ussr,124,1961,119,1961,10,17,7:00:01,STS-GZ,50.45,77.75,505,,A,WR,6.6,,,6.6,,
ussr,125,1961,120,1961,10,19,5:30:43,STS-GZ,50.45,77.75,710,,A,WR,0.001,20,10,10,,
ussr,126,1961,121 Raduga,1961,10,20,8:07:02,NZ-MB,73.8,53.2,,,A-R,WR,1450,,3000,1450,,
ussr,128,1961,123,1961,10,23,10:30:48,NZ-MB,73.9,53.8,3500,,A-AD,WR,12500,,25000,12500,,
ussr,129,1961,124,1961,10,25,8:31:05,NZ-MB?,73.52,54.3,1450,,A,WR,300,,<1000,300,,
ussr,130,1961,125,1961,10,25,,STS,50,78,,,A,FS,0.5,,,0.5,,
ussr,131,1961,126 Korall,1961,10,27,8:30:27,NZ-CB,70.7,54.67,1.1,-59,AW-AS,WE,16,,,16,,
ussr,132,K Project,127 K2,1961,10,27,,MTR,49,46,50000,,AX-R,WE,1.2,,,1.2,,
ussr,133,K Project,128 K1,1961,10,27,,MTR,49,46,0,,AX-R,WE,1.2,,,1.2,,
ussr,134,1961,129,1961,10,30,,STS,50,78,470,,A,WR,0.09,,,0.09,,
ussr,135,1961,130 Tsar Bomba,1961,10,30,8:33:28,NZ-MB,73.8,53.5,3500,,A-AD,WR,50000,,58000,58000,5.4,
ussr,136,1961,131,1961,10,31,8:29:17,NZ-MB,73.6,56.2,2200,,A,WR,5000,,3000,5000,,
ussr,137,1961,132,1961,10,31,8:38,NZ-MB,73,55,1530,,A,WR,150,1500,<1000,400,,
ussr,138,1961,133,1961,11,1,,STS,50,78,475,,A,WR,2.7,,,2.7,,
ussr,139,1961,134,1961,11,2,8:41,NZ-MB,73,55,1400,,A,WR,120,,,120,,
ussr,140,1961,135,1961,11,2,,NZ-MB,73,55,1500,,A,WR,280,,,280,,
ussr,141,1961,136,1961,11,2,,STS,50,78,645,,A,WR,0.6,,,0.6,,
ussr,142,1961,137,1961,11,3,,STS,50,78,0,,AS,SE,0,0.001,,0.001,,
ussr,143,1961,138,1961,11,3,,STS,50,78,635,,A,WR,0.9,,,0.9,,
ussr,144,1961,139,1961,11,4,,NZ,73,55,1770,,A,WR,15,,,15,,
ussr,145,1961,140,1961,11,4,7:20:20,NZ-MB?,73.7,55.7,1750,,A,WR,150,1500,2000,1500,,
ussr,146,1961,141,1961,11,4,,NZ,73,55,2240,,A,WR,6,,,6,,
ussr,147,1961,142,1961,11,4,,STS,50,78,0,,AS,WR,0.2,,,0.2,,
ussr,149,1962,144,1962,8,1,,STS,50,78,430,,A,WR,2.4,,,2.4,,
ussr,150,1962,145,1962,8,3,,STS,50,78,180,,A,WR,1.6,,,1.6,,
ussr,151,1962,146,1962,8,4,,STS,50,78,390,,A,WR,3.8,,3.8,3.8,,
ussr,152,1962,147,1962,8,5,9:08:46,NZ-MB?,74.2,52.5,3600,,A-AD,WR,21100,,,21100,5.2,
ussr,153,1962,148,1962,8,7,3:00,STS,50,78,0,,AS,WR,9.9,,,9.9,,
ussr,154,1962,149,1962,8,10,9:00,NZ,73,55,1560,,A,WR,150,1500,<1000,400,,
ussr,155,1962,150,1962,8,18,,STS,50,78,710,,A,WR,7.4,,,7.4,,
ussr,156,1962,151,1962,8,18,,STS,50,78,310,,A,WR,5.8,,,5.8,,
ussr,157,1962,152,1962,8,20,9:02:14,NZ-MB?,74.3,51.5,2500,,A,WR,2800,,,2800,4.6,
ussr,158,1962,153,1962,8,21,,STS,50,78,590,,A,WR,20,150,20-27,23,,
ussr,159,1962,154,1962,8,22,9:00:04,NZ-MB,74,53.3,1700,,A,WR,1600,,9000,1600,4.4,
ussr,160,1962,155,1962,8,22,,NZ,73,55,60,0,AW-CM,WR,6,,,6,,
ussr,161,1962,156,1962,8,22,,STS,50,78,740,,A,WR,3,,,3,,
ussr,162,1962,157,1962,8,23,,STS,50,78,680,,A,WR,2.5,,,2.5,,
ussr,163,1962,159,1962,8,25,5:40,STS,50,78,715,,A,WR,0.001,20,,1,,
ussr,164,1962,158,1962,8,25,9:00,NZ,73,55,2980,,A,WR,1500,10000,10000,10000,,
ussr,165,1962,160,1962,8,27,9:00:51,NZ-MB?,74.7,50.3,3000,,A,WR,4200,,14000,4200,4.7,
ussr,166,1962,161,1962,8,27,,STS,50,78,245,,A,WR,11,,,11,,
ussr,167,1962,162,1962,8,31,,STS,50,78,700,,A,FS,2.7,,,2.7,,
ussr,168,1962,163,1962,9,2,,NZ,73,55,1300,,A,WR,80,,,80,,
ussr,169,1962,X,1962,9,6,,STS,50,78,,,A,,,,0.001,0,,
ussr,170,1962,164,1962,9,8,10:17:58,NZ-MB?,73.7,53.8,1725,,A,WR,1900,,,1900,4.4,
ussr,171,1962,165,1962,9,15,8:02:14,NZ-MB?,74.4,51.5,,,A,WR,3100,,,3100,4.6,
ussr,172,1962,166,1962,9,16,10:59:11,NZ-MB?,74.2,51.6,,,A,WR,3250,,,3250,4.6,
ussr,173,1962,167,1962,9,18,8:29:03,NZ-MB?,73.2,54.7,2000,,A,WR,1350,,,1350,4.3,
ussr,174,1962,X,1962,9,18,,STS,50,78,,,A,,,,20,10,,
ussr,175,1962,168,1962,9,19,11:00:56,NZ-MB?,73.8,53.8,3280,,A,WR,1500,10000,20000,10000,4.9,
ussr,176,1962,169,1962,9,21,8:00,NZ,73,55,3000,,A,WR,2400,,,2400,,
ussr,177,1962,170,1962,9,22,,STS,50,78,0,,AS,SE,0.21,,,0.21,,
ussr,178,1962,171,1962,9,24,,STS,50,78,630,,A,WR,1.2,,,1.2,,
ussr,179,1962,172,1962,9,25,,STS,50,78,0,,AS,WR,7,,,7,,
ussr,180,1962,173,1962,9,25,13:02:32,NZ-MB?,73.7,55,4090,,A,WR,19100,,25000,19100,,
ussr,181,1962,174,1962,9,27,8:03:16,NZ-MB,74.3,52.4,3900,,A,WR,10000,50000,15000,20000,5.1,
ussr,182,1962,175,1962,9,28,,STS,50,78,695,,A,FS,1.3,,,1.3,,
ussr,183,1962,176,1962,10,7,16:32,NZ,73,55,1440,,A,WR,320,,3000,320,,
ussr,184,1962,177,1962,10,9,,STS,50,78,645,,A,WR,8,,,8,,
ussr,185,1962,178,1962,10,9,,NZ,73,55,3000,,A,WR,15,,,15,,
ussr,186,1962,179,1962,10,10,,STS,50,78,665,,A,WR,9.2,,,9.2,,
ussr,187,1962,180,1962,10,13,,STS,50,78,720,,A,WR,4.9,,,4.9,,
ussr,188,1962,181,1962,10,14,,STS,50,78,725,,A,WR,0.001,20,,10,,
ussr,189,1962,182,1962,10,20,,STS,50,78,635,,A,WR,6.7,,,6.7,,
ussr,190,K Project,184 K3,1962,10,22,3:40:45,MTR,49,46,90000,,AX-R,WE,300,,200,300,,
ussr,191,1962,183,1962,10,22,9:06:10,NZ-MB?,73.4,54.9,3230,,A,WR,8200,,26000,8200,4.9,
ussr,192,1962,185,1962,10,27,7:35,NZ,73,55,1550,,A,WR,260,,3000,260,,
ussr,193,1962,186,1962,10,28,,STS,50,78,670,,A,WR,7.8,,,7.8,,
ussr,194,K Project,187 K4,1962,10,28,4:41:20,MTR,49,46,50000,,AX-R,WE,300,,,300,,
ussr,195,1962,188,1962,10,28,,STS,50,78,645,,A,WR,7.8,,,7.8,,
ussr,196,1962,189,1962,10,29,7:35,NZ,73,55,1550,,A,WR,360,,4000,360,,
ussr,197,1962,190,1962,10,30,,STS,50,78,0,,AS,WR,1.2,,,1.2,,
ussr,198,1962,191,1962,10,30,,NZ,73,55,1500,,A,WR,280,,,280,,
ussr,199,1962,192,1962,10,31,,STS,50,78,690,,A,WR,10,,,10,,
ussr,200,1962,194,1962,11,1,6:30,NZ,73,55,1500,,A,WR,240,,1500,240,,
ussr,201,K Project,195 K5,1962,11,1,9:12,MTR,49,46,59000,,AH-R,WE,300,,,300,,
ussr,202,1962,193,1962,11,1,9:20,STS,50,78,700,,A,WR,3,,,3,,
ussr,203,1962,196,1962,11,3,8:31,NZ,73,55,1500,,A,WR,390,,4000,390,,
ussr,204,1962,197,1962,11,3,,NZ,73,55,4000,,A,WR,45,,,45,,
ussr,205,1962,198,1962,11,3,,STS,50,78,710,,A,WR,4.7,,,4.7,,
ussr,206,1962,199,1962,11,4,,STS,50,78,600,,A,WR,8.4,,,8.4,,
ussr,207,1962,200,1962,11,5,,STS,50,78,15,,AS-T,WE,0.4,,,0.4,,
ussr,208,1962,201,1962,11,11,,STS,50,78,8,,AS-T,WR,0.1,,,0.1,,
ussr,209,1962,202,1962,11,13,,STS,50,78,0,,AS,WR,0,0.001,,0.001,,
ussr,210,1962,203,1962,11,14,,STS,50,78,660,,A,WR,12,,,12,,
ussr,211,1962,204,1962,11,17,,STS,50,78,715,,A,WR,18,,,18,,
ussr,212,1962,205,1962,11,24,,STS,50,78,0,,AS,SE,0,0.001,,0.001,,
ussr,213,1962,206,1962,11,26,,STS,50,78,0,,AS,SE,0.031,,,0.031,,
ussr,214,1962,207,1962,12,1,,STS,50,78,680,,A,WR,2.4,,,2.4,,
ussr,215,1962,208,1962,12,18,10:45,NZ,73,55,1600,,A,WR,110,,200,110,,
ussr,216,1962,209,1962,12,18,,NZ,73,55,1500,,A,FS,69,,,69,,
ussr,217,1962,210,1962,12,20,,NZ,73,55,1070,,A,WR,8.3,,,8.3,,
ussr,218,1962,211,1962,12,22,,NZ,73,55,1050,,A,WR,6.3,,,6.3,,
ussr,219,1962,212,1962,12,23,11:15,NZ,73,55,1460,,A,WR,430,,1500,430,,
ussr,220,1962,213,1962,12,23,,NZ,73,55,1470,,A,WR,8.3,,,8.3,,
ussr,221,1962,214,1962,12,23,,NZ,73,55,1270,,A,WR,2.4,,,2.4,,
ussr,222,1962,215,1962,12,23,,STS,50,78,0,,AS,SE,0,0.001,,0.001,,
ussr,223,1962,216,1962,12,24,,STS,50,78,0,,AS,SE,0.007,,,0.007,,
ussr,224,1962,217,1962,12,24,,STS,50,78,0,,AS,SE,0.028,,,0.028,,
ussr,225,1962,218,1962,12,24,10:44:22,NZ-MB?,74.2,52.3,1320,,A,WR,1100,,8000,1100,,
ussr,226,1962,219,1962,12,24,11:11:42,NZ-MB?,73.6,57.5,3750,,A,WR,24200,,20000,24200,,
ussr,227,1962,220,1962,12,25,13:35:57,NZ-MB?,73.4,56.5,2250,,A,WR,3100,,9000,3100,,
ussr,228,1962,221,1962,12,25,,NZ,73,55,990,,A,WR,8.5,,8.5,8.5,,
fr,1,Gerboise,Gerboise Bleue,1960,2,13,7:04,AL-R,26.3117,-0.0572,105,,AS-T,WE,60,7,0,65,,
fr,2,Gerboise,Gerboise Blanche,1960,4,1,6:17,AL-R,26.1661,-0.1025,0,,AS,WR,0,2,0,10,,C
fr,3,Gerboise,Gerboise Rouge,1960,12,27,7:30,AL-R,26.3536,-0.1236,50,,AS-T,WE,0,1,0    3,3,,
fr,4,Gerboise,Gerboise Verte,1961,4,25,6:00,AL-R,26.3217,-0.0733,50,,AS-T,,0,,1,0.5,,
fr,18,1966,Aldebaran,1966,7,2,15:34,PMU-L,-21.87,-139,10,-35,AW-BG,WR,28,,,28,,
fr,19,1966,Tamoure,1966,7,19,15:05,PMU,-21.8,-138.9,1000,,A-AD,WR,50,,,50,,
fr,20,1966,Ganymede            X,1966,7,21,12:00,PMU-CO,-21.79,-138.91,12,,AS,SE,0,,,0,,
fr,21,1966,Betelguese,1966,9,11,17:30,PMU-DE,-21.83,-138.88,470,,A-B,WR,110,,,110,,
fr,22,1966,Rigel,1966,9,24,17:00,PFA-FR,-22.23,-138.73,3,-35,AW-BG,WR,125,,,125,,
fr,23,1966,Sirus,1966,10,4,21:00,PMU-DI,-21.87,-139,10,-35,AW-BG,WR,205,,,205,,
fr,24,1967,Altair,1967,6,5,19:00,PMU-DE,-21.789,-138.895,295,,A-B,WR,15,,,15,,
fr,25,1967,Antares,1967,6,27,18:30,PMU-DI,-21.865,-139,340,,A-B,WR,120,,,120,,
fr,26,1967,Arcturus,1967,7,2,17:30,PMU-DE,-21.795,-138.892,3,-35,AW-BG,WR,22,,,22,,
fr,27,1968,Capella,1968,7,7,22:00,PMU-DE,-21.83,-138.88,463,,A-B,WR,115,,,115,,
fr,28,1968,Castor,1968,7,15,19:00,PMU-DI,-21.83,-138.88,650,,A-B,WR,450,,,450,,
fr,29,1968,Pollux,1968,8,3,21:00,PMU-DE,-21.83,-138.88,490,,A-B,WR,150,,,150,,
fr,30,1968,Canopus,1968,8,24,18:30:01,PFA-FR,-22.228,-138.644,520,,A-B,WR,2600,,1000,2600,4.95,
fr,31,1968,Procyon,1968,9,8,19:00:01,PMU-DI,-21.821,-138.975,700,,A-B,WR,1280,,1000,1280,4.91,
fr,32,1970,Andromede,1970,5,15,18:00,PMU-DE,-21.83,-138.88,220,,A-B,WR,13,,,13,,
fr,33,1970,Cassiopee,1970,5,22,18:30,PMU-DI,-21.83,-138.88,500,,A-B,WR,224,,,224,,
fr,34,1970,Dragon,1970,5,30,18:00:00,PFA-FR,-22.309,-138.606,500,,A-B,WR,945,,,945,4.44,
fr,35,1970,Eridan,1970,6,24,18:30,PMU-DE,-21.83,-138.88,220,,A-B,WR,12,,,12,,
fr,36,1970,Licorne,1970,7,3,18:30:00,PMU-DI,-21.935,-138.917,500,,A-B,WR,914,,,914,4.65,
fr,37,1970,Pegase,1970,7,27,19:00,PMU-DE,-21.83,-138.88,220,,A-B,WR,0.05,,,0.05,,
fr,38,1970,Orion,1970,8,2,19:00,PFA-FR,-21.786,-138.893,400,,A-B,WR,72,,,72,,
fr,39,1970,Toucan,1970,8,6,19:00,PMU-DI,-21.83,-138.88,500,,A-B,WR,594,,,594,,
fr,40,1971,Dione,1971,6,5,19:15,PMU-DE,-21.83,-138.88,275,,A-B,WR,34,,20,34,,
fr,41,1971,Encelade,1971,6,12,19:14:57,PMU-DI,-23.8,-137.2,450,,A-B,WR,440,,,440,,
fr,42,1971,Japet,1971,7,4,21:30,PMU-DE,-21.83,-138.88,230,,A-B,WR,9,,,9,,
fr,43,1971,Phoebe,1971,8,8,18:30,PMU-DE,-21.83,-138.88,230,,A-B,WR,4,,,4,,
fr,44,1971,Rhea,1971,8,14,19:00:01,PMU-DI,-21.823,-138.976,480,,A-B,WR,955,,,955,4.65,
fr,45,1972,Umbriel,1972,6,25,19:00,PMU-DE,-21.83,-138.88,230,,A-B,WR,0.5,,,0.5,,
fr,46,1972,Titania,1972,6,30,18:30,PMU-DI,-21.83,-138.88,220,,A-B,WR,4,,,4,,
fr,47,1972,Oberon,1972,7,27,18:40,PMU-DI,-21.83,-138.88,220,,A-B,WR,6,,,6,,
fr,48,1972,Ariel,1972,7,31,22:30,PMU-CO,-21.79,-138.91,10,,AS,SE,0.001,,,0.001,,
fr,49,1973,Euterpe,1973,7,21,18:00,PMU-DI,-21.83,-138.88,220,,A-B,WR,11,,,11,,
fr,50,1973,Melpomene,1973,7,28,23:06,PMU-DE,-21.83,-138.88,270,,A-B,WR,0.05,,,0.05,,
fr,51,1973,Pallas,1973,8,18,18:15,PMU-DE,-21.83,-138.88,270,,A-B,WR,4,,,4,,
fr,52,1973,Parthenope,1973,8,24,18:00,PMU-DI,-21.83,-138.88,220,,A-B,WR,0.2,,,0.2,,
fr,53,1973,Tamara,1973,8,28,18:30,PMU,-21.83,-138.88,250,,A-AD,WR,6,,6.6,6.6,,
fr,54,1973,Vesta,1973,9,13,15:42,PMU-CO,-21.79,-138.91,4.1,,AS,SE,0,,,0,,
fr,55,1974,Capricorne,1974,6,16,17:30,PMU-DI,-21.83,-138.88,220,,A-B,WR,4,,,4,,
