country,id,series,shot,year,month,day,time,site,lat,lon,height,groundheight,type,purpose,yieldmin,yieldmax,yieldest,yield,seismic,crater
fr,33,1970,Cassiopee,1970,5,22,18:30,PMU-DI,-21.83,-138.88,500,,A-B,WR,224,,,224,,
fr,34,1970,Dragon,1970,5,30,18:00:00,PFA-FR,-22.309,-138.606,500,,A-B,WR,945,,,945,4.44,
fr,35,1970,Eridan,1970,6,24,18:30,PMU-DE,-21.83,-138.88,220,,A-B,WR,12,,,12,,
fr,36,1970,Licorne,1970,7,3,18:30:00,PMU-DI,-21.935,-138.917,500,,A-B,WR,914,,,914,4.65,
fr,37,1970,Pegase,1970,7,27,19:00,PMU-DE,-21.83,-138.88,220,,A-B,WR,0.05,,,0.05,,
fr,38,1970,Orion,1970,8,2,19:00,PFA-FR,-21.786,-138.893,400,,A-B,WR,72,,,72,,
fr,39,1970,Toucan,1970,8,6,19:00,PMU-DI,-21.83,-138.88,500,,A-B,WR,594,,,594,,
fr,40,1971,Dione,1971,6,5,19:15,PMU-DE,-21.83,-138.88,275,,A-B,WR,34,,20,34,,
fr,41,1971,Encelade,1971,6,12,19:14:57,PMU-DI,-23.8,-137.2,450,,A-B,WR,440,,,440,,
fr,42,1971,Japet,1971,7,4,21:30,PMU-DE,-21.83,-138.88,230,,A-B,WR,9,,,9,,
fr,43,1971,Phoebe,1971,8,8,18:30,PMU-DE,-21.83,-138.88,230,,A-B,WR,4,,,4,,
fr,44,1971,Rhea,1971,8,14,19:00:01,PMU-DI,-21.823,-138.976,480,,A-B,WR,955,,,955,4.65,
fr,45,1972,Umbriel,1972,6,25,19:00,PMU-DE,-21.83,-138.88,230,,A-B,WR,0.5,,,0.5,,
fr,46,1972,Titania,1972,6,30,18:30,PMU-DI,-21.83,-138.88,220,,A-B,WR,4,,,4,,
fr,47,1972,Oberon,1972,7,27,18:40,PMU-DI,-21.83,-138.88,220,,A-B,WR,6,,,6,,
fr,48,1972,Ariel,1972,7,31,22:30,PMU-CO,-21.79,-138.91,10,,AS,SE,0.001,,,0.001,,
fr,49,1973,Euterpe,1973,7,21,18:00,PMU-DI,-21.83,-138.88,220,,A-B,WR,11,,,11,,
fr,50,1973,Melpomene,1973,7,28,23:06,PMU-DE,-21.83,-138.88,270,,A-B,WR,0.05,,,0.05,,
fr,51,1973,Pallas,1973,8,18,18:15,PMU-DE,-21.83,-138.88,270,,A-B,WR,4,,,4,,
fr,52,1973,Parthenope,1973,8,24,18:00,PMU-DI,-21.83,-138.88,220,,A-B,WR,0.2,,,0.2,,
fr,53,1973,Tamara,1973,8,28,18:30,PMU,-21.83,-138.88,250,,A-AD,WR,6,,6.6,6.6,,
fr,54,1973,Vesta,1973,9,13,15:42,PMU-CO,-21.79,-138.91,4.1,,AS,SE,0,,,0,,
fr,55,1974,Capricorne,1974,6,16,17:30,PMU-DI,-21.83,-138.88,220,,A-B,WR,4,,,4,,
fr,56,1974,Belier,1974,7,1,17:30,PMU-CO,-21.79,-138.91,5.6,,AS,SE,0,,,0,,
fr,57,1974,Gemeaux,1974,7,7,23:15,PMU-DI,-21.83,-138.88,312,,A-B,WR,150,,,150,,
fr,58,1974,Centaure,1974,7,17,17:00,PMU-DE,-21.83,-138.88,270,,A-B,WR,4,,,4,,
fr,59,1974,Maquis,1974,7,25,17:30,PMU,-21.83,-138.88,250,,A-AD,WR,8,,,8,,
fr,60,1974,Persee,1974,7,28,17:30,PMU-CO,-21.79,-138.91,5.6,,AS,SE,0.001,,,0.001,,
fr,61,1974,Scorpion,1974,8,14,0:30,PMU-DI,-21.83,-138.88,312,,A-B,WR,96,,,96,,
fr,62,1974,Taurue,1974,8,24,23:45,PMU-DE,-21.83,-138.88,270,,A-B,WR,14,,,14,,
fr,63,1974,Verseau,1974,9,14,23:30,PMU-DI,-21.871,-139.01,433,,A-B,WR,332,,,332,,
